#
1
725
730506;05.08.2021;19:55:47;42;1;227601;00006111;;;;;;0;127;;;0;;;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730507;05.08.2021;19:55:47;11;1;227601;00006111;110008;;53.50;1.000;53.58;0;127;53.42;53.42;0;;4604248000332;53.50;;;0000000001;;;1/127/227601;;;;;;0;;;;;;;;;;;;
730508;05.08.2021;19:55:47;14;1;227601;00006111;110008;;000000000002;000000000002;0.00;0;127;53.42;53.42;0;;4604248000332;53.50;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730509;05.08.2021;19:55:47;16;1;227601;00006111;110008;;;1.000;0.00;0;127;53.42;53.42;0;;4604248000332;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730510;05.08.2021;19:55:49;11;1;227601;00006111;116621;;88.50;1.000;88.61;0;127;74.79;74.79;0;;4607049140047;88.50;;;0000000001;;;1/127/227601;;;;;;1;;;;;;;;;;;;
730511;05.08.2021;19:55:49;14;1;227601;00006111;116621;;000000000002;000000000002;0.00;0;127;74.79;74.79;0;;4607049140047;88.50;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730512;05.08.2021;19:55:49;16;1;227601;00006111;116621;;;1.000;0.00;0;127;74.79;74.79;0;;4607049140047;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730513;05.08.2021;19:56:10;15;1;227601;00006111;;;2;13.60;13.60;0;127;7;5;0;;;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730514;05.08.2021;19:55:50;11;1;227601;00006111;116620;;88.50;1.000;88.61;0;127;74.79;74.79;0;;4607049140078;88.50;;;0000000001;;;1/127/227601;;;;;;1;;;;;;;;;;;;
730515;05.08.2021;19:55:50;14;1;227601;00006111;116620;;000000000002;000000000002;0.00;0;127;74.79;74.79;0;;4607049140078;88.50;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730516;05.08.2021;19:55:50;16;1;227601;00006111;116620;;;1.000;0.00;0;127;74.79;74.79;0;;4607049140078;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730517;05.08.2021;19:56:10;15;1;227601;00006111;;;2;13.60;13.60;0;127;7;5;0;;;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730518;05.08.2021;19:56:10;41;1;227601;00006111;;0000000002;1;203.00;203.00;0;127;;;0;;;0.00;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730519;05.08.2021;19:56:10;43;1;227601;00006111;;0000000002;1;203.00;203.00;0;127;;;0;;;;;;0000000001;;;299/277584/329;;;;;;;;;;;;;;;;;;
730520;05.08.2021;19:56:10;49;1;227601;00006111;;;;;203.00;0;127;;;0;;;;;;0000000001;;;299/277584/329;;;;;;;;;;;;;;;;;;
730521;05.08.2021;19:56:10;45;1;227601;00006111;;;;;203.00;0;127;;;0;;;;0003258027035366;9280440300818989;0000000001;116555;1196850474;299/277584/329;;;;;;;;;;;;;;;;;;05.08.2021 19:43:00
730522;05.08.2021;19:56:10;55;1;227601;00006111;;;;3.000;203.00;0;127;;;0;;;;;;0000000001;;;1/127/227601;;;;;;;;;;;;;;;;;;
730523;05.08.2021;19:56:28;42;1;227602;00006111;;;;;;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730524;05.08.2021;19:56:43;11;1;227602;00006111;115254;;71.90;1.000;72.40;0;127;68.00;68.00;0;;4601728014193;71.90;;;0000000001;;;1/127/227602;;;;;;1;;197400432745621120001ZRZFVLSZDCDNSAT65MMN4SLEHAWSI56J4TG7CK6EQQBLHB3RE6VTDBMTTMBGQ6NOXQEG3NSBB6FHHFZYBV5JXFE7NBB2GHMO4NWMMNOJIEQEN3XMXVJGZFEM64BDRWFGQ;;;;;;;;;;
730525;05.08.2021;19:56:43;14;1;227602;00006111;115254;;000000000002;000000000002;0.00;0;127;68.00;68.00;0;;4601728014193;71.90;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730526;05.08.2021;19:56:43;16;1;227602;00006111;115254;;;1.000;0.00;0;127;68.00;68.00;0;;4601728014193;;;;0000000001;;;1/127/227602;;;;;;;;197400432745621120001ZRZFVLSZDCDNSAT65MMN4SLEHAWSI56J4TG7CK6EQQBLHB3RE6VTDBMTTMBGQ6NOXQEG3NSBB6FHHFZYBV5JXFE7NBB2GHMO4NWMMNOJIEQEN3XMXVJGZFEM64BDRWFGQ;;;;;;;;;;
730527;05.08.2021;19:56:47;15;1;227602;00006111;;;2;3.40;3.40;0;127;7;5;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730528;05.08.2021;19:56:47;40;1;227602;00006111;;0000000001;0;100.00;100.00;0;127;;;0;;;0.00;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730529;05.08.2021;19:56:47;43;1;227602;00006111;;0000000001;0;68.00;68.00;0;127;;;0;;;;;;0000000001;;;300/277585/329;;;;;;;;;;;;;;;;;;
730530;05.08.2021;19:56:47;40;1;227602;00006111;;0000000001;0;-32.00;-32.00;0;127;;;;;;0.00;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730531;05.08.2021;19:56:47;120;1;227602;00006111;;;0.00;;0.00;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730532;05.08.2021;19:56:47;49;1;227602;00006111;;;;;68.00;0;127;;;0;;;;;;0000000001;;;300/277585/329;;;;;;;;;;;;;;;;;;
730533;05.08.2021;19:56:47;45;1;227602;00006111;;;;;68.00;0;127;;;0;;;;0003258027035366;9280440300818989;0000000001;116556;4249220975;300/277585/329;;;;;;;;;;;;;;;;;;05.08.2021 19:44:00
730534;05.08.2021;19:56:47;55;1;227602;00006111;;;;1.000;68.00;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730535;05.08.2021;19:56:28;42;1;227602;00006111;;;;;;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730536;05.08.2021;19:56:43;11;1;227602;00006111;115254;;71.90;1.000;72.40;0;127;68.00;68.00;0;;4601728014193;71.90;;;0000000001;;;1/127/227602;;;;;;1;;197400432745621120001ZRZFVLSZDCDNSAT65MMN4SLEHAWSI56J4TG7CK6EQQBLHB3RE6VTDBMTTMBGQ6NOXQEG3NSBB6FHHFZYBV5JXFE7NBB2GHMO4NWMMNOJIEQEN3XMXVJGZFEM64BDRWFGQ;;;;;;;;;;
730537;05.08.2021;19:56:43;14;1;227602;00006111;115254;;000000000002;000000000002;0.00;0;127;68.00;68.00;0;;4601728014193;71.90;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730538;05.08.2021;19:56:43;16;1;227602;00006111;115254;;;1.000;0.00;0;127;68.00;68.00;0;;4601728014193;;;;0000000001;;;1/127/227602;;;;;;;;197400432745621120001ZRZFVLSZDCDNSAT65MMN4SLEHAWSI56J4TG7CK6EQQBLHB3RE6VTDBMTTMBGQ6NOXQEG3NSBB6FHHFZYBV5JXFE7NBB2GHMO4NWMMNOJIEQEN3XMXVJGZFEM64BDRWFGQ;;;;;;;;;;
730539;05.08.2021;19:57:09;15;1;227602;00006111;;;2;3.40;3.40;0;127;7;5;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730540;05.08.2021;19:57:09;40;1;227602;00006111;;0000000001;0;100.00;100.00;0;127;;;0;;;0.00;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730541;05.08.2021;19:57:09;43;1;227602;00006111;;0000000001;0;68.00;68.00;0;127;;;0;;;;;;0000000001;;;300/277585/329;;;;;;;;;;;;;;;;;;
730542;05.08.2021;19:57:09;40;1;227602;00006111;;0000000001;0;-32.00;-32.00;0;127;;;;;;0.00;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730543;05.08.2021;19:57:09;120;1;227602;00006111;;;0.00;;0.00;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730544;05.08.2021;19:57:09;49;1;227602;00006111;;;;;68.00;0;127;;;0;;;;;;0000000001;;;300/277585/329;;;;;;;;;;;;;;;;;;
730545;05.08.2021;19:57:09;45;1;227602;00006111;;;;;68.00;0;127;;;0;;;;0003258027035366;9280440300818989;0000000001;116556;4249220975;300/277585/329;;;;;;;;;;;;;;;;;;05.08.2021 19:44:00
730546;05.08.2021;19:57:09;55;1;227602;00006111;;;;1.000;68.00;0;127;;;0;;;;;;0000000001;;;1/127/227602;;;;;;;;;;;;;;;;;;
730547;05.08.2021;19:57:48;60;1;227603;00004349;;;78403.00;35084.00;78403.00;9;127;;;0;;;;;;;;;301/277587/329;;;;;;;;;;;;;;;;;;
730548;05.08.2021;19:58:04;42;1;227604;00004349;;;;;;5;127;;;0;;;;;;0000000005;;;1/127/227604;;;;;;;;;;;;;;;;;;
730549;05.08.2021;19:58:04;21;1;227604;00004349;;;20000.00;1.000;20000.00;5;127;;;;;;;;;0000000005;;;1/127/227604;;;;;;;;;;;;;;;;;;
730550;05.08.2021;19:58:04;49;1;227604;00004349;;;;;20000.00;5;127;;;0;;;;;;0000000005;;;0/0/0;;;;;;;;;;;;;;;;;;
730551;05.08.2021;19:58:04;45;1;227604;00004349;;;;;20000.00;5;127;;;0;;;;;;0000000005;0;;0/0/0;;;;;;;;;;;;;;;;;;
730552;05.08.2021;19:58:04;51;1;227604;00004349;;;;;20000.00;5;127;;;;;;;;;0000000005;;;1/127/227604;;;;;;;;;;;;;;;;;;
730553;05.08.2021;19:59:46;42;1;227605;00006111;;;;;;0;127;;;0;;;;;;0000000001;;;1/127/227605;;;;;;;;;;;;;;;;;;
730554;05.08.2021;19:59:46;11;1;227605;00006111;117564;;57.50;4.000;230.43;0;127;57.39;229.57;0;;4601501055627;230.00;;;0000000001;;;1/127/227605;;;;;;1;;;;;;;;;;;;
730555;05.08.2021;19:59:46;14;1;227605;00006111;117564;;000000000002;000000000002;0.00;0;127;57.39;229.57;0;;4601501055627;230.00;;;0000000001;;;1/127/227605;;;;;;;;;;;;;;;;;;
730556;05.08.2021;19:59:46;16;1;227605;00006111;117564;;;1.000;0.00;0;127;57.40;57.40;0;;4601501055627;;;;0000000001;;;1/127/227605;;;;;;;;;;;;;;;;;;
730557;05.08.2021;19:59:46;16;1;227605;00006111;117564;;;3.000;0.00;0;127;57.39;172.17;0;;4601501055627;;;;0000000001;;;1/127/227605;;;;;;;;;;;;;;;;;;
