#
1
1065
307477;13.07.2021;10:36:00;64;1;114468;;;;27200.09;0.00;0.00;9;416;;;000000000001;;;;;;;;;1/19432/203;;;;;;;;;;;;;;;;;;
307478;13.07.2021;10:36:01;64;1;114469;;;;0.00;481583.72;0.00;9;416;;;000000000002;;;;;;;;;0/6832/427;;;;;;;;;;;;;;;;;;
307479;13.07.2021;10:36:01;42;1;114470;;;;;;;0;416;;;000000000002;;;;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307480;13.07.2021;10:36:01;11;1;114470;;101925;;29.50;1.000;30.00;0;416;29.00;29.00;000000000001;;40822426;29.50;;;0000000001;;;1/416/114470;;;;;;0;;;;;;;;;;;;
307481;13.07.2021;10:36:01;14;1;114470;;101925;;000000000002;000000000002;0.00;0;416;29.00;29.00;000000000001;;40822426;29.50;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307482;13.07.2021;10:36:01;16;1;114470;;101925;;;1.000;0.00;0;416;29.00;29.00;000000000001;;40822426;;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307483;13.07.2021;10:36:26;40;1;114470;;;0000000001;0;100.00;100.00;0;416;;;0;;;0;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307484;13.07.2021;10:36:26;43;1;114470;;;0000000001;0;29.00;29.00;0;416;;;000000000001;;;;;;0000000001;;;1/19432/203;;;;;;;;;;;;;;;;;;
307485;13.07.2021;10:36:26;40;1;114470;;;0000000001;0;-71.00;-71.00;0;416;;;;;;;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307486;13.07.2021;10:36:26;49;1;114470;;;;;;29.00;0;416;;;000000000001;;;;;;0000000001;;;1/19432/203;;;;;;;;;;;;;;;;;;
307487;13.07.2021;10:36:26;45;1;114470;;;;;;29.00;0;416;;;000000000001;;;;0002699472008412;9280440301267847;0000000001;14506;2603012908;1/19432/203;;;;;;;;;;;;;;;;;;13.07.2021 10:40:00
307488;13.07.2021;10:36:26;55;1;114470;;;;;1.000;29.00;0;416;;;000000000002;;;;;;0000000001;;;1/416/114470;;;;;;;;;;;;;;;;;;
307489;13.07.2021;10:56:11;42;1;114471;;;;;;;0;416;;;000000000002;;;;;;0000000001;;;1/416/114471;;;;;;;;;;;;;;;;;;
307490;13.07.2021;10:56:16;11;1;114471;;117994;;115.00;1.000;115.00;0;416;115.00;115.00;000000000002;;4606203103423;115.00;;;0000000001;;;1/416/114471;;;;;;4;04606203103423xq!3TARAB"8Syjf;;;;;;;;;;;
307491;13.07.2021;10:56:16;14;1;114471;;117994;;000000000002;000000000002;0.00;0;416;115.00;115.00;000000000002;;4606203103423;115.00;;;0000000001;;;1/416/114471;;;;;;;;;;;;;;;;;;
307492;13.07.2021;10:56:16;16;1;114471;;117994;;;1.000;0.00;0;416;115.00;115.00;000000000002;;4606203103423;;;;0000000001;;;1/416/114471;;;;;;;04606203103423xq!3TARAB"8Syjf;;;;;;;;;;;
307493;13.07.2021;10:56:25;41;1;114471;;;0000000002;1;115.00;115.00;0;416;;;0;;;0;;;0000000001;;;1/416/114471;;;;;;;;;;;;;;;;;;
307494;13.07.2021;10:56:25;43;1;114471;;;0000000002;1;115.00;115.00;0;416;;;000000000002;;;;;;0000000001;;;0/6832/427;;;;;;;;;;;;;;;;;;
307495;13.07.2021;10:56:25;49;1;114471;;;;;;115.00;0;416;;;000000000002;;;;;;0000000001;;;0/6832/427;;;;;;;;;;;;;;;;;;
307496;13.07.2021;10:56:25;45;1;114471;;;;;;115.00;0;416;;;000000000002;;;;0004848306027616;9280440300913275;0000000001;6833;2800971401;0/6832/427;;;;;;;;;;;;;;;;;;13.07.2021 10:58:00
307497;13.07.2021;10:56:25;55;1;114471;;;;;1.000;115.00;0;416;;;000000000002;;;;;;0000000001;;;1/416/114471;;;;;;;;;;;;;;;;;;
307498;13.07.2021;10:57:09;42;1;114472;;;;;;;0;416;;;000000000002;;;;;;0000000001;;;1/416/114472;;;;;;;;;;;;;;;;;;
307499;13.07.2021;10:57:12;11;1;114472;;117850;;195.00;1.000;195.00;0;416;195.00;195.00;000000000002;;4606203098385;195.00;;;0000000001;;;1/416/114472;;;;;;4;04606203098385&rajh94ADD8nfI3;;;;;;;;;;;
307500;13.07.2021;10:57:12;14;1;114472;;117850;;000000000002;000000000002;0.00;0;416;195.00;195.00;000000000002;;4606203098385;195.00;;;0000000001;;;1/416/114472;;;;;;;;;;;;;;;;;;
307501;13.07.2021;10:57:12;16;1;114472;;117850;;;1.000;0.00;0;416;195.00;195.00;000000000002;;4606203098385;;;;0000000001;;;1/416/114472;;;;;;;04606203098385&rajh94ADD8nfI3;;;;;;;;;;;
307502;13.07.2021;10:57:21;41;1;114472;;;0000000002;1;195.00;195.00;0;416;;;0;;;0;;;0000000001;;;1/416/114472;;;;;;;;;;;;;;;;;;
307503;13.07.2021;10:57:21;43;1;114472;;;0000000002;1;195.00;195.00;0;416;;;000000000002;;;;;;0000000001;;;1/6833/427;;;;;;;;;;;;;;;;;;
307504;13.07.2021;10:57:21;49;1;114472;;;;;;195.00;0;416;;;000000000002;;;;;;0000000001;;;1/6833/427;;;;;;;;;;;;;;;;;;
307505;13.07.2021;10:57:21;45;1;114472;;;;;;195.00;0;416;;;000000000002;;;;0004848306027616;9280440300913275;0000000001;6834;3827133280;1/6833/427;;;;;;;;;;;;;;;;;;13.07.2021 10:59:00
307506;13.07.2021;10:57:21;55;1;114472;;;;;1.000;195.00;0;416;;;000000000002;;;;;;0000000001;;;1/416/114472;;;;;;;;;;;;;;;;;;
307507;13.07.2021;13:53:57;42;1;114473;;;;;;;0;416;;;000000000002;;;;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307508;13.07.2021;13:53:57;11;1;114473;;106884;;7.50;1.000;7.55;0;416;7.45;7.45;000000000001;;2200000004819;7.50;;;0000000001;;;1/416/114473;;;;;;0;;;;;;;;;;;;
307509;13.07.2021;13:53:57;14;1;114473;;106884;;000000000002;000000000002;0.00;0;416;7.45;7.45;000000000001;;2200000004819;7.50;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307510;13.07.2021;13:53:57;16;1;114473;;106884;;;1.000;0.00;0;416;7.45;7.45;000000000001;;2200000004819;;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307511;13.07.2021;13:53:58;11;1;114473;;117968;;65.00;1.000;65.45;0;416;64.55;64.55;000000000001;;2200000006165;65.00;;;0000000001;;;1/416/114473;;;;;;0;;;;;;;;;;;;
307512;13.07.2021;13:53:58;14;1;114473;;117968;;000000000002;000000000002;0.00;0;416;64.55;64.55;000000000001;;2200000006165;65.00;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307513;13.07.2021;13:53:58;16;1;114473;;117968;;;1.000;0.00;0;416;64.55;64.55;000000000001;;2200000006165;;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307514;13.07.2021;13:56:45;41;1;114473;;;0000000002;1;72.00;72.00;0;416;;;0;;;0;;;0000000001;;;1/416/114473;;;;;;;;;;;;;;;;;;
307515;13.07.2021;13:56:45;43;1;114473;;;0000000002;1;72.00;72.00;0;416;;;000000000001;;;;;;0000000001;;;2/19433/203;;;;;;;;;;;;;;;;;;
